label,0,1,2,3,4,5,6,7,8,9,rank_percentage
Community Integration and Culture Coordinator for Pre Service,Manager of Digital Board Design and Layout,Human Resources Specialist,Consultant,Investment Officer of the Fund for Rural Development in Armenia,"Media Advocacy Officer, Alternative Resources in Media Project",Head of Large Business Division,Software Developer,Merchandiser,Marketing Teacher,Contractor Intern,0.8163706319506667
Community and Business Development Technical Coordinator for,Application Manager,Voter Registration Assistant,Banking Methodology Specialist,Web Developer,Senior Mediaplanning Specialist,Marketing and Sales Manager,Warehouse Manager,"Software Engineer, Layout Processing Department (YA)",Credit Specialist,Head of Sales Specialists Division,0.6268908448848364
Sales Person,Junior Prfessional Associate,Office Manager,Web Designer,Driver,Assistant to Director of Sales,MSF Midwife,Receptionist,Visualizers Team Leader,Manager,Junior Software Engineer GUI Architect,0.31402519369630527
Environmental Education Technical Coordinator for Pre Service,Billing Administrator,Marketing Coordinator,Project Engineer,Accounting and Tax Manager,Child Protection Programs Technical Logistics Assistant,Housekeeper Babysitter,IT Project Management Training,Credit Risk Evaluation Expert,Local Expert for Capacity Building Exercise for the Ministry of,Reporting Unit Senior Specialist,0.8646497654561746
TEFL Technical Coordinator for Pre Service Training,Training Manager,Junior Prfessional Associate,Finance Director,Specialist of Credit Deals Monitoring Unit,Accountant,Assistant to the Prime Minister of RA in the Sphere of Public,Reporting Diversity Workshop for Journalists,Contract Management Specialist,QA Engineer,QA Engineer,0.1893743741105782
Ne2rk Administrator,Elections Initiative Coordinator,Driver,Financial Manager,Marketing Coordinator,Barman,Marketing Manager,Loan Officer,Public Relations Specialist,Driver,Medical Representative,0.08100985611131609
System Administrator,QA (Quality Assurance) Engineer,Finance Director Chief Accountant,Engineer Sales Manager,Inventory and Commodity Analyst,Civil Society Program Coordinator,MSF Midwife,Receptionist,Visualizers Team Leader,Manager,Junior Software Engineer GUI Architect,0.9560427976598324
Travel Expert,Food Store and Restaurant Manager,Account Manager,Finance and Administration Director,Programmer,Senior PHP Developer,Java Developer,Sales Manager,Web Developer,iPh1 Application Developer,"Head of Banking System Development Research, Banking Methodology",0.8556369577821115
Sales and Marketing Manager,iPh1 Application Developer,Quality Control Operator,"Senior Software Engineer, Design to Silicon Division",Sales Manager,Project Acquisition Specialist,Support and Consulting Specialist,HR Director,Sales Manager,Portal ConA_PHONENUMBERt Manager,Delphi Programmer,0.9382807146998366
Tour Guide,Language and Cultural Facilitator (LCF) for Pre Service Training,Credit Officer in Charentsavan Branch,Lending Officer,Procurement Officer,General,Sales Manager in Food & Beverage Sector,"Head of Monitoring Division, Department of Controlling Banking",Software Developer,Medical Doctor,Financial Controller,0.03694724081589627
Senior Lawyer,Italian Language Teachers,Communications Senior Project Coordinator Expert,Office Administrator,Head of Internal Audit,Containers Forwarding Manager,Sales Specialist,Medical Representative in Gyumri,Translator,Sales Manager,Designer,0.13956675275391345
Control Engineer,Head of Marketing and Sales Department,Elections Initiative Coordinator,Multimedia Expert Team Leader,Transformational Development Facilitator,Admission to the Master of Agribusiness (MAB) Program for A_PHONENUMBER,Head of Internal Audit,Inspection Reform Expert,Application Manager,Business Analyst with Health care Domain,"Senior Manager, Test & Repair",0.5665419280029516
English Language Teacher (native speaker),Receptionist Secretary,Branch Accountant,iOS Developer,Executive Director,Executive Director,"Accountant, Gegharqunik Region",Sales Consultant,Global Supplementary Grant Program (GSGP A_PHONENUMBER A_PHONENUMBER),Quality Control Operator,Support and Consulting Specialist,0.45401359827122756
Journalist,Human Resources Department Manager,Business Consultant,Retail Finance Analyst,Project Engineering Manager,Assistant to Chief Accountant,Product Manager Business Analyst,Senior Software QA Engineer,Branch Accountant,Business Commercial Projects Development Manager,Monitoring and Evaluation Specialist,0.19448690244030992
Marzes' Sales Supervisor,Vardenis ADP Administrative Assistant,Android Developer,Chief Accountant Auditor,Lawyer,Project Coordinator,Logistic Procurement Assistant,Interior Designer,Inspection Reform Expert,Operations Manager,Veterinary Animal Breeding Specialist,0.5961629684288199
Senior .NET Developer,Agronomist,Database Programmer,Elections Initiative Coordinator,Procurement Specialist,Finance Director,Head of Marketing and Sales Department,Application Manager,Business Analyst with Health care Domain,"Senior Manager, Test & Repair",Medical Representative,0.8094133769040215
Information Technology Officer,Quality Control Operator,Manager Assistant,HR Director,Programmer,Exams Assistant,Website Designer,Procurement Manager,Finance Director Chief Accountant,Engineer Sales Manager,QA (Quality Assurance) Engineer,0.42233700521794126
Python Developers,Finance Assistant Intern,Program Budgeting Trainer,Assistant Secretary to the Regional Manager,Sales Manager Preseller,Leading Specialist in Internatioonal Business Division,System Analyst,Translator,iOS Developer,Medical Officer,Medical Representative in Gyumri,0.5458282822958942
Hardware & Systems Experts,Senior Software Engineers Java,Sales Manager Preseller,Fr8 Forwarding Coordinator,Developer,Receptionist,Medical Representative in Gyumri,HTML & CSS FronA_PHONENUMBERd Developer Freelancer,SQA Engineer,Personal Assistant,Environmental Manager,0.1065197912823486
Secretary,Project Manager,QA (Quality Assurance) Engineer,Senior Loan Credit Provider Monitoring Specialist,Community Development Specialist,Programme Officer,Graphic Designer,Senior Software Developer (several positions),Manager,"Postal Financial Services (PFS) Budgeting, Planning and Control",Logistic Manager,0.9549886681073104
Head of Human Recourses Management Department,Software Engineer User's Interface and Flows Department,Web Engineer,Translator Interpreter,Technical Support Engineer,Project Assistant,Site MainA_PHONENUMBERance Unit Manager,Project Manager,HR Director,Senior Accountant,Director of Computer Services,0.5536815474621831
Head of the Development and Marketing Department,Sales Specialist,Product and Tour Manager,Training and Institutional Capacity Building Specialist,Procurement Specialist,Inspection Reform Expert,HR Administrative Manager,Finance Director,Accountant,Assistant Translator Interpreter,Chief Accountant,0.29552522004954407
Marketing Manager,Marketing Business Intelligence Coordinator,Assistant Brand Manager,Senior System Administrator,Web Developer,Branch Accountant,Intern Administrative Assistant,Graduate Trainee for Sales Function,Client Manager,Manager of Child and Family Support (CFS) Program,"Accountant, Gegharqunik Region",0.24661360881252306
Product Manager,Voter Registration Assistant,Application Manager,Accountant,Chief Executive Director of North South Road Corridor,Software Engineer,Finance Director,Legal Director,Chief Internal Audit,Regulatory Affairs & Medical Manager,Head of Marketing and Sales Department,0.25214778896326356
IT Specialist,Android Developer,Senior Research and Development Engineer,Senior .NET Developer,Artist Designer,Head of Internal Audit,Commercial Director,Legal Consultant,C# .Net Sharepoint Developer,Office Manager,FronA_PHONENUMBERd Developer,0.8291783060138092
Receptionist,Accountant,Fr8 Forwarding Manager,"""Malatia"" Branch Manager",Project Coordinator,Civil Engineer Roads,Software Architect Lead Developer,Internal Control and Audit Unit Manager,Marketing Business Intelligence Coordinator,Language and Cultural Facilitator (LCF) for Pre Service Training,Credit Officer in Charentsavan Branch,0.8603278342908344
Programmer,Deputy Director,Junior Prfessional Associate,Training Manager,Software Developer,Web Designer,Driver,Assistant to Director of Sales,QA Lead Test Engineer,IEC Supervisor,Site MainA_PHONENUMBERance Unit Manager,0.06061244927001529
National Expert on Vulnerability Assessment Methodology,Monitoring and Evaluation Specialist,Office Administrative and HR Manager,Lawyer Legal Authenticator,Customer Support Representative,Electrical Engineer,Software Engineer Programmer,Public Relations And Communications Officer,Head of Laws Expertise and Judicial Representation Unit,Project Coordinator,Commercial Lawyer Assistant,0.9752806619933589
English Language Interpreter Translator,Regional Retail Executive,iPh1 Application Developer,Fr8 Forwarding Coordinator,Senior Developer in Automated Test Department,Sales Consultant,C C++ Software Developer,ASP.Net C# Senior Web Developer,Alumni Coordinatior,Finance and Administration Director,"Trainers in ""Exchange trading analysis, prognoss and decision",0.020450113318926898
Translator Interpreter,Software Architect Team Lead,Finance Officer Chief Accountant,Senior Software QA Engineer,Java Developer,Pastry Chef Baker,Expert on Review of Educational System of Armenia Related to,Business Cooperation Division Head,Kotayk Childrens Village Programme Director,Credit Analyst,"Operations Manager, NO 3",0.7700943445949507
Field Administrator,Senior System Administrator,Secretary Translator,Analyst,Web Developer,Market Research Specialist,"Accountant, Gegharqunik Region",Manager Assistant,Administrator at Reception,MA in Journalism,Business Risk and Control Specialist,0.0654087387339904
National Expert on Study of Vulnerability in Armenia,Procurement Specialist,Head of Marketing and Sales Department,Elections Initiative Coordinator,Software Developer,1C Programmer,"IN, VAS and Billing Engineer",Assistant Underwriter,UX (User Experience) Designer,Chief Reporting Specialist Accounting Department Reports,Head of Customer Service Unit,0.629315342855637
Assistant Translator,Developer,Senior Software Engineers Java,Quality Control Operator,Advanced Training Certificate Program in International Relations,C C++ Software Developer,Airport Customer Service Agent,HR Director,Teller Operator in Abovyan,Replacement Driver Vanadzor Project Office,Head of Foreign Languages Chair,0.8310230327307226
Web Designer,Finance Analyst,Training and Institutional Capacity Building Specialist,Driver (contractual basis),Procurement Officer,Head of Development and Branch Management Unit,Licensed Chief Lawyer,Software Engineer (EDA),Business Consultant,Import Manager,Noyemberyan Area Development Program Team Leader,0.2514098982764982
IT Systems Administrator,Information Security Manager,Senior Software Developer,Tester Software Quality Assurance Engineer,Specialist in Problem Loans Management Unit,Electrical Engineer's Student,Designer,Monitoring and Evaluation Outreach Manager,Call Center Consultant,Gender Policy Programme Officer,"Credit Officer, Gyumri Branch",0.25151531123175036
